Sr.,Direction,Stop Name,Name-en-normalized,UID
3239,DOWN,Sahastrabuddhe Samadhi,Sahastrabuddhe Samadhi,
3240,UP,Sahilpuram,Sahilpuram,
3241,DOWN,Sahilpuram,Sahilpuram,
3242,UP,Sahitya Parishad,Sahitya Parishad,
3243,DOWN,Sahitya Parishad,Sahitya Parishad,
3244,UP,Sahkarnagar,Sahkarnagar,
3245,DOWN,Sahkarnagar,Sahkarnagar,
3246,DOWN,Sahwas Corner,Sahwas Corner,
3247,DOWN,Sahwas Society,Sahwas Society,
3248,UP,Sahyadri English Medium School,Sahyadri English Medium School,
3249,DOWN,Sahyadri English Medium School,Sahyadri English Medium School,
3250,UP,Sai Chowk Navisangvi,Sai Chowk Navi Sangvi,
3251,DOWN,Sai Chowk Navisangvi,Sai Chowk Navi Sangvi,
3252,UP,Sai Chowk Pashan Sus Road,Sai Chowk Pashan Sus Road,
3253,DOWN,Sai Chowk Pashan Sus Road,Sai Chowk Pashan Sus Road,
3254,UP,Sai Complex,Sai Complex,
3255,DOWN,Sai Complex,Sai Complex,
3256,UP,Sai Corner,Sai Corner,
3257,DOWN,Sai Corner,Sai Corner,
3258,UP,Sai Industries,Sai Industries,
3259,DOWN,Sai Industries,Sai Industries,
3260,UP,Sai Mandir,Sai Mandir,
3261,DOWN,Sai Mandir,Sai Mandir,
3262,UP,Sai Palace,Sai Palace,
3263,DOWN,Sai Palace,Sai Palace,
3264,UP,Sai Satyam Society,Sai Satyam Society,
3265,UP,Saisatyam Society,Sai Satyam Society,
3266,DOWN,Sai Satyam Society,Sai Satyam Society,
3267,UP,Sai Sayajinagar,Sai Sayajinagar,
3268,DOWN,Sai Sayajinagar,Sai Sayajinagar,
3269,UP,Sai Washing Center,Sai Washing Center,
3270,DOWN,Sai Washing Center,Sai Washing Center,
3271,UP,Saibaba Mandir Karvenagar,Saibaba Mandir Karvenagar,
3272,UP,Saibaba Mandir Materewadi,Saibaba Mandir Materewadi,
3273,DOWN,Saibaba Mandir Materewadi,Saibaba Mandir Materewadi,
3274,UP,Sainathnagar,Sainathnagar,
3275,DOWN,Sainathnagar,Sainathnagar,
3276,UP,Saipuram Corner,Saipuram Corner,
3277,DOWN,Saipuram Corner,Saipuram Corner,
3278,UP,Sairang Dhaba,Sairang Dhaba,
3279,DOWN,Sairang Dhaba,Sairang Dhaba,
3280,UP,Sairatna,Sairatna,
3281,DOWN,Sairatna,Sairatna,
3282,UP,Saisiddhi,Saisiddhi,
3283,DOWN,Saisiddhi,Saisiddhi,
3284,UP,Sakal Office Vadaki,Sakal Office Vadaki,
3285,DOWN,Sakal Office Vadaki,Sakal Office Vadaki,
3286,UP,Sakalnagar,Sakalnagar,
3287,DOWN,Sakalnagar,Sakalnagar,
3288,UP,Saket Society,Saket Society,
3289,DOWN,Saket Society,Saket Society,
3290,UP,Sakhrevasti,Sakhrevasti,
3291,DOWN,Sakhrevasti,Sakhrevasti,
3292,UP,Sakoremala,Sakoremala,
3293,DOWN,Sakoremala,Sakoremala,
3294,UP,Salunke Vihar,Salunke Vihar,
3295,DOWN,Salunke Vihar,Salunke Vihar,
3296,UP,Salve Garden,Salve Garden,
3297,DOWN,Salve Garden,Salve Garden,
3298,UP,Samadhi Mandir,Samadhi Mandir,
3299,DOWN,Samadhi Mandir,Samadhi Mandir,
3300,UP,Samarth Vidyalay,Samarth Vidyalay,
3301,DOWN,Samarth Vidyalay,Samarth Vidyalay,
3302,UP,Sambaji Pul Police Chowky,Sambaji Pul Police Chowky,
3303,UP,Sambhaji Chowk,Sambhaji Chowk,
3304,DOWN,Sambhaji Chowk,Sambhaji Chowk,
3305,UP,Sambhajinagar,Sambhajinagar,
3306,DOWN,Sambhajinagar,Sambhajinagar,
3307,UP,Sambhajinagar Dhankawadi,Sambhajinagar Dhankawadi,
3308,DOWN,Sambhajinagar Dhankawadi,Sambhajinagar Dhankawadi,
3309,UP,Samudri Society,Samudri Society,
3310,DOWN,Samudri Society,Samudri Society,
3311,UP,Sanakta Company,Sanakta Company,
3312,DOWN,Sanakta Company,Sanakta Company,
3313,UP,Sanasbaug,Sanasbaug,
3314,DOWN,Sanasbaug,Sanasbaug,
3315,DOWN,Sanaswadi,Sanaswadi,
3316,UP,Sanaswadi Nandoshi,Sanaswadi Nandoshi,
3317,DOWN,Sanaswadi Nandoshi,Sanaswadi Nandoshi,
3318,UP,Sandesh Model Colony,Sandesh Model Colony,
3319,DOWN,Sandesh Model Colony,Sandesh Model Colony,
3320,UP,Sandhyanagar,Sandhyanagar,
3321,DOWN,Sandhyanagar,Sandhyanagar,
3322,UP,Sandvik Company,Sandvik Company,
3323,UP,Sanvik Company,Sandvik Company,
3324,DOWN,Sandvik Company,Sandvik Company,
3325,UP,Sane Chowk,Sane Chowk,
3326,DOWN,Sane Chowk,Sane Chowk,
3327,UP,Sanevasti,Sanevasti,
3328,DOWN,Sanevasti,Sanevasti,
3329,UP,Sanewadi,Sanewadi,
3330,DOWN,Sanewadi,Sanewadi,
3331,UP,Sangam Metal Company,Sangam Metal Company,
3332,DOWN,Sangam Metal Company,Sangam Metal Company,
3333,UP,Sangamwadi,Sangamwadi,
3334,DOWN,Sangamwadi,Sangamwadi,
3335,UP,Sangrun,Sangrun,
3336,DOWN,Sangrun,Sangrun,
3337,UP,Sangrun Phata,Sangrun Phata,
3338,DOWN,Sangrun Phata,Sangrun Phata,
3339,UP,Sangurdi Phata,Sangurdi Phata,
3340,DOWN,Sangurdi Phata,Sangurdi Phata,
3341,UP,Sangvi College,Sangvi College,
3342,DOWN,Sangvi College,Sangvi College,
3343,UP,Sangvi Phata,Sangvi Phata,
3344,DOWN,Sangvi Phata,Sangvi Phata,
3345,DOWN,Sangvigoan,Sangvigoan,
3346,UP,Sanjay Park,Sanjay Park,
3347,DOWN,Sanjay Park,Sanjay Park,
3348,UP,Sanketvihar,Sanketvihar,
3349,DOWN,Sanketvihar,Sanketvihar,
3350,UP,Sant Company,Sant Company,
3351,DOWN,Sant Company,Sant Company,
3352,UP,Sant Dharmaji Samadhi,Sant Dharmaji Samadhi,
3353,DOWN,Sant Dharmaji Samadhi,Sant Dharmaji Samadhi,
3354,UP,Sant Gadge Maharaj Shala,Sant Gadge Maharaj Shala,
3355,DOWN,Sant Gadge Maharaj Shala,Sant Gadge Maharaj Shala,
3356,UP,Sant Namdev Vidyalay,Sant Namdev Vidyalay,
3357,DOWN,Sant Namdev Vidyalay,Sant Namdev Vidyalay,
3358,UP,Sant Sai Chowk,Sant Sai Chowk,
3359,DOWN,Sant Sai Chowk,Sant Sai Chowk,
3360,UP,Sant Tukaram Mangal Karyalay,Sant Tukaram Mangal Karyalay,
3361,DOWN,Sant Tukaram Mangal Karyalay,Sant Tukaram Mangal Karyalay,
3362,UP,Sant Tukaramnagar,Sant Tukaramnagar,
3363,DOWN,Sant Tukaramnagar,Sant Tukaramnagar,
3364,UP,Santkrupa Fabrication,Santkrupa Fabrication,
3365,DOWN,Santkrupa Fabrication,Santkrupa Fabrication,
3366,UP,Santnagar,Santnagar,
3367,DOWN,Santnagar,Santnagar,
3368,UP,Santnagar MIDC Police Station,Santnagar MIDC Police Station,
3369,DOWN,Santnagar MIDC Police Station,Santnagar MIDC Police Station,
3370,UP,Santoshnagar,Santoshnagar,
3371,DOWN,Santoshnagar,Santoshnagar,
3372,UP,Sapras Post,Sapras Post,
3373,DOWN,Sapras Post,Sapras Post,
3374,UP,Sarang Society,Sarang Society,
3375,DOWN,Sarang Society,Sarang Society,
3376,UP,Sarasbaug,Sarasbaug,
3377,DOWN,Sarasbaug,Sarasbaug,
3378,UP,Saraswati Shala,Saraswati Shala,
3379,DOWN,Saraswati Shala,Saraswati Shala,
3380,UP,Sarbatwala Chowk,Sarbatwala Chowk,
3381,UP,Saritanagari,Saritanagari,
3382,DOWN,Saritanagari,Saritanagari,
3383,UP,Sarkari Vishram Gruha,Sarkari Vishram Gruha,
3384,DOWN,Sarkari Vishram Gruha,Sarkari Vishram Gruha,
3385,UP,Sarpodyan,Sarpodyan,
3386,DOWN,Sarpodyan,Sarpodyan,
3387,UP,Sasane Hingne Township,Sasane Hingne Township,
3388,DOWN,Sasane Hingne Township,Sasane Hingne Township,
3389,UP,Sasanenagar,Sasanenagar,
3390,DOWN,Sasanenagar,Sasanenagar,
3391,UP,Sasewadi Phata,Sasewadi Phata,
3392,DOWN,Sasewadi Phata,Sasewadi Phata,
3393,UP,Sasoon Hospital,Sasoon Hospital,
3394,DOWN,Sasoon Hospital,Sasoon Hospital,
3395,UP,Sastevasti,Sastevasti,
3396,DOWN,Sastevasti,Sastevasti,
3397,UP,Saswad,Saswad,
3398,DOWN,Saswad,Saswad,
3399,UP,Saswad Road Corner,Saswad Road Corner,
3400,DOWN,Saswad Road Corner,Saswad Road Corner,
3401,UP,Satav Highschool,Satav Highschool,
3402,DOWN,Satav Highschool,Satav Highschool,
3403,UP,Satav Park,Satav Park,
3404,DOWN,Satav Park,Satav Park,
3405,UP,Satavnagar,Satavnagar,
3406,DOWN,Satavnagar,Satavnagar,
3407,UP,Satavvasti,Satavvasti,
3408,DOWN,Satavvasti,Satavvasti,
3409,UP,Satavwadi,Satavwadi,
3410,DOWN,Satavwadi,Satavwadi,
3411,UP,Sathe Biscuit,Sathe Biscuit,
3412,DOWN,Sathe Biscuit,Sathe Biscuit,
3413,UP,Sathenagar,Sathenagar,
3414,DOWN,Sathenagar,Sathenagar,
3415,UP,Satyapuram,Satyapuram,
3416,DOWN,Satyapuram,Satyapuram,
3417,UP,Sawarkar Bhavan,Savarkar Bhavan,
3418,UP,Savarkar Bhavan,Savarkar Bhavan,
3419,DOWN,Sawarkar Bhavan,Savarkar Bhavan,
3420,DOWN,Savarkar Bhavan,Savarkar Bhavan,
3421,UP,Sawant College,Sawant College,
3422,DOWN,Sawant College,Sawant College,
3423,UP,Sawarkar Bungalow,Sawarkar Bungalow,
3424,DOWN,Sawarkar Bungalow,Sawarkar Bungalow,
3425,UP,Sawli Dhaba,Sawli Dhaba,
3426,DOWN,Sawli Dhaba,Sawli Dhaba,
3427,UP,Sawtamali Mandir,Sawtamali Mandir,
3428,UP,Savtamali Mandir,Sawtamali Mandir,
3429,DOWN,Sawtamali Mandir,Sawtamali Mandir,
3430,DOWN,Savtamali Mandir,Sawtamali Mandir,
3431,UP,Sayli Restaurant,Sayli Restaurant,
3432,DOWN,Sayli Restaurant,Sayli Restaurant,
3433,UP,Sayyadnagar,Sayyadnagar,
3434,DOWN,Sayyadnagar,Sayyadnagar,
3435,UP,Sector Number 3,Sector Number 3,
3436,DOWN,Sector Number 3,Sector Number 3,
3437,UP,Servants Quarters,Servants Quarters,
3438,DOWN,Servants Quarters,Servants Quarters,
3439,UP,Shadawal Baba Darga,Shadawal Baba Darga,
3440,DOWN,Shadawal Baba Darga,Shadawal Baba Darga,
3441,UP,Shagun Chowk,Shagun Chowk,
3442,DOWN,Shagun Chowk,Shagun Chowk,
3443,UP,Shahu Chowk,Shahu Chowk,
3444,DOWN,Shahu Chowk,Shahu Chowk,
3445,UP,Shahu Colony,Shahu Colony,
3446,DOWN,Shahu Colony,Shahu Colony,
3447,UP,Shahunagar,Shahunagar,
3448,DOWN,Shahunagar,Shahunagar,
3449,UP,Shahunagar Ganesh Mandir,Shahunagar Ganesh Mandir,
3450,DOWN,Shahunagar Ganesh Mandir,Shahunagar Ganesh Mandir,
3451,UP,Shani Mandir,Shani Mandir,
3452,DOWN,Shani Mandir,Shani Mandir,
3453,UP,Shaninagar,Shaninagar,
3454,DOWN,Shaninagar,Shaninagar,
3455,UP,Shanipar,Shanipar,
3456,DOWN,Shanipar,Shanipar,
3457,UP,Shaniwarwada,Shaniwarwada,
3458,DOWN,Shaniwarwada,Shaniwarwada,
3459,UP,Shaniwarwada Stand,Shaniwarwada Stand,
3460,DOWN,Shaniwarwada Stand,Shaniwarwada Stand,
3461,UP,Shankar Darshan Society,Shankar Darshan Society,
3462,DOWN,Shankar Darshan Society,Shankar Darshan Society,
3463,UP,Shankar Maharaj Math,Shankar Maharaj Math,
3464,DOWN,Shankar Maharaj Math,Shankar Maharaj Math,
3465,UP,Shankarwadi,Shankarwadi,
3466,DOWN,Shankarwadi,Shankarwadi,
3467,UP,Shanti Medical Store,Shanti Medical Store,
3468,DOWN,Shanti Medical Store,Shanti Medical Store,
3469,UP,Shantiban,Shantiban,
3470,DOWN,Shantiban,Shantiban,
3471,UP,Shantinagar,Shantinagar,
3472,DOWN,Shantinagar,Shantinagar,
3473,UP,Shantinagar Kothrud,Shantinagar Kothrud,
3474,DOWN,Shantinagar Kothrud,Shantinagar Kothrud,
3475,UP,Sharwari Complex,Sharwari Complex,
3476,DOWN,Sharwari Complex,Sharwari Complex,
3477,UP,Shasakiya vasatigruha,Shasakiya vasatigruha,
3478,DOWN,Shasakiya vasatigruha,Shasakiya vasatigruha,
3479,UP,Shasakiya Vishramgruha Paudgaon,Shasakiya Vishramgruha Paudgaon,
3480,DOWN,Shasakiya Vishramgruha Paudgaon,Shasakiya Vishramgruha Paudgaon,
3481,UP,Shastri Chowk,Shastri Chowk,
3482,DOWN,Shastri Chowk,Shastri Chowk,
3483,UP,Shastrinagar Kothrud,Shastrinagar Kothrud,
3484,DOWN,Shastrinagar Kothrud,Shastrinagar Kothrud,
3485,UP,Shastrinagar Nagar Road,Shastrinagar Nagar Road,
3486,DOWN,Shastrinagar Nagar Road,Shastrinagar Nagar Road,
3487,UP,Shastrinagar Police Chowky,Shastrinagar Police Chowky,
3488,DOWN,Shastrinagar Police Chowky,Shastrinagar Police Chowky,
3489,UP,Shatrunjay Mandir,Shatrunjay Mandir,
3490,UP,Kshatrunjay Mandir,Shatrunjay Mandir,
3491,DOWN,Shatrunjay Mandir,Shatrunjay Mandir,
3492,DOWN,Kshatrunjay Mandir,Shatrunjay Mandir,
3493,UP,Shelarvasti Talawade,Shelarvasti Talawade,
3494,DOWN,Shelarvasti Talawade,Shelarvasti Talawade,
3495,UP,Shelarvasti Vanawadi,Shelarvasti Vanawadi,
3496,DOWN,Shelarvasti Vanawadi,Shelarvasti Vanawadi,
3497,UP,Shelgaon,Shelgaon,
3498,DOWN,Shelgaon,Shelgaon,
3499,UP,Shelkevasti,Shelkevasti,
3500,DOWN,Shelkevasti,Shelkevasti,
3501,UP,Shell Petrol Pump,Shell Petrol Pump,
3502,DOWN,Shell Petrol Pump,Shell Petrol Pump,
3503,UP,Shell Pimpalgaon,Shell Pimpalgaon,
3504,DOWN,Shell Pimpalgaon,Shell Pimpalgaon,
3505,UP,Sheregaon,Sheregaon,
3506,DOWN,Sheregaon,Sheregaon,
3507,UP,Sheti Mahamandal,Sheti Mahamandal,
3508,DOWN,Sheti Mahamandal,Sheti Mahamandal,
3509,UP,Shewalwadi,Shewalwadi,
3510,DOWN,Shewalwadi,Shewalwadi,
3511,UP,Shelwalwadi Market,Shewalwadi Market,
3512,UP,Shewalwadi Market,Shewalwadi Market,
3513,DOWN,Shelwalwadi Market,Shewalwadi Market,
3514,DOWN,Shewalwadi Market,Shewalwadi Market,
3515,UP,Shewalwadi Rehe,Shewalwadi Rihe,
3516,UP,Shikshak Society,Shikshak Society,
3517,DOWN,Shikshak Society,Shikshak Society,
3518,UP,Shikshaknagar,Shikshaknagar,
3519,DOWN,Shikshaknagar,Shikshaknagar,
3520,UP,Shinde Chhatri,Shinde Chhatri,
3521,DOWN,Shinde Chhatri,Shinde Chhatri,
3522,UP,Shinde Farm,Shinde Farm,
3523,DOWN,Shinde Farm,Shinde Farm,
3524,UP,Shinde Farm Khusgaon,Shinde Farm Kusgaon Road,
3525,DOWN,Shinde Farm Khusgaon,Shinde Farm Kusgaon Road,
3526,UP,Shindenagar Bawdhan,Shindenagar Bawdhan,
3527,DOWN,Shindenagar Bawdhan,Shindenagar Bawdhan,
3528,UP,Shindenagar Mharunji,Shindenagar Mharunji,
3529,DOWN,Shindenagar Mharunji,Shindenagar Mharunji,
3530,UP,Shindevasti Burkegaon,Shindevasti Burkegaon,
3531,DOWN,Shindevasti Burkegaon,Shindevasti Burkegaon,
3532,UP,Shindevasti Dongergaon,Shindevasti Dongergaon,
3533,DOWN,Shindevasti Dongergaon,Shindevasti Dongergaon,
3534,UP,Shindevasti Jahangirnagar,Shindevasti Jahangirnagar,
3535,DOWN,Shindevasti Jahangirnagar,Shindevasti Jahangirnagar,
3536,UP,Shindevasti Mundhwa,Shindevasti Mundhwa,
3537,DOWN,Shindevasti Mundhwa,Shindevasti Mundhwa,
3538,UP,Shindevasti Susgaon,Shindevasti Susgaon,
3539,DOWN,Shindevasti Susgaon,Shindevasti Susgaon,
3540,UP,Shindewadi Paud Road,Shindewadi Paud Road,
3541,DOWN,Shindewadi Paud Road,Shindewadi Paud Road,
3542,UP,Shindewadi Satara Road,Shindewadi Satara Road,
3543,DOWN,Shindewadi Satara Road,Shindewadi Satara Road,
3544,UP,Shipra Society,Shipra Society,
3545,DOWN,Shipra Society,Shipra Society,
3546,UP,Shirish Bungalow,Shirish Bungalow,
3547,DOWN,Shirish Bungalow,Shirish Bungalow,
3548,UP,Shirke Company,Shirke Company,
3549,DOWN,Shirke Company,Shirke Company,
3550,UP,Shirkevasti,Shirkevasti,
3551,DOWN,Shirkevasti,Shirkevasti,
3552,UP,Shiroli,Shiroli,
3553,DOWN,Shiroli,Shiroli,
3554,UP,Shital Petrol Pump,Shital Petrol Pump,
3555,DOWN,Shital Petrol Pump,Shital Petrol Pump,
3556,DOWN,Shitaladevi Chowk Guruwarpeth,Shitaladevi Chowk Guruwarpeth,
3557,UP,Shitaladevi Chowk Pimplegurav,Shitaladevi Chowk Pimplegurav,
3558,DOWN,Shitaladevi Chowk Pimplegurav,Shitaladevi Chowk Pimplegurav,
3559,UP,Shitalbaug,Shitalbaug,
3560,DOWN,Shitalbaug,Shitalbaug,
3561,UP,Shitolemala,Shitolemala,
3562,DOWN,Shitolemala,Shitolemala,
3563,UP,Shitolevasti Lavle,Shitolevasti Lavle,
3564,DOWN,Shitolevasti Lavle,Shitolevasti Lavle,
3565,UP,Shitolevasti Susgaon,Shitolevasti Susgaon,
3566,DOWN,Shitolevasti Susgaon,Shitolevasti Susgaon,
3567,UP,Shivaji Chowk Hinjawadi,Shivaji Chowk Hinjawadi,
3568,DOWN,Shivaji Chowk Hinjawadi,Shivaji Chowk Hinjawadi,
3569,UP,Shivaji Chowk Talegaon Dhabhade Road,Shivaji Chowk Talegaon Dhabhade Road,
3570,DOWN,Shivaji Chowk Talegaon Dhabhade Road,Shivaji Chowk Talegaon Dhabhade Road,
3571,UP,Shivaji Housing Society,Shivaji Housing Society,
3572,DOWN,Shivaji Housing Society,Shivaji Housing Society,
3573,UP,Shivaji Maratha Highschool,Shivaji Maratha Highschool,
3574,DOWN,Shivaji Maratha Highschool,Shivaji Maratha Highschool,
3575,UP,Shivaji Putla,Shivaji Putla,
3576,DOWN,Shivaji Putla,Shivaji Putla,
3577,UP,Shivaji Putla Dapodi,Shivaji Putla Dapodi,
3578,DOWN,Shivaji Putla Dapodi,Shivaji Putla Dapodi,
3579,UP,Shivaji Putla Kothrud,Shivaji Putla Kothrud,
3580,DOWN,Shivaji Putla Kothrud,Shivaji Putla Kothrud,
3581,UP,Shivaji Putla Marketyard,Shivaji Putla Marketyard,
3582,DOWN,Shivaji Putla Marketyard,Shivaji Putla Marketyard,
3583,UP,Shivaji Putla Sasanenagar,Shivaji Putla Sasanenagar,
3584,DOWN,Shivaji Putla Sasanenagar,Shivaji Putla Sasanenagar,
3585,UP,Shivaji Putla Vanawadi,Shivaji Putla Vanawadi,
3586,DOWN,Shivaji Putla Vanawadi,Shivaji Putla Vanawadi,
3587,UP,Shivajinagar,Shivajinagar,
3588,DOWN,Shivajinagar,Shivajinagar,
3589,UP,Shivam Industries,Shivam Industries,
3590,DOWN,Shivam Industries,Shivam Industries,
3591,UP,Shivanand Enclave Company,Shivanand Enclave Company,
3592,DOWN,Shivanand Enclave Company,Shivanand Enclave Company,
3593,UP,Shivapurbaug,Shivapurbaug,
3594,UP,Shiwapurbaug,Shivapurbaug,
3595,DOWN,Shivapurbaug,Shivapurbaug,
3596,DOWN,Shiwapurbaug,Shivapurbaug,
3597,UP,Shivapurwada,Shivapurwada,
3598,DOWN,Shivapurwada,Shivapurwada,
3599,UP,Shivdarshan,Shivdarshan,
3600,DOWN,Shivdarshan,Shivdarshan,
3601,UP,Shivnagar,Shivnagar,
3602,DOWN,Shivnagar,Shivnagar,
3603,UP,Shivparvati Garden,Shivparvati Garden,
3604,DOWN,Shivparvati Garden,Shivparvati Garden,
3605,UP,Shivpushpak Park,Shivpushpak Park,
3606,DOWN,Shivpushpak Park,Shivpushpak Park,
3607,UP,Shivrajnagar,Shivraj Nagar,
3608,DOWN,Shivrajnagar,Shivraj Nagar,
3609,UP,Shivshakti Chowk,Shivshakti Chowk,
3610,DOWN,Shivshakti Chowk,Shivshakti Chowk,
3611,UP,Shivshambho Chowk,Shivshambho Chowk,
3612,DOWN,Shivshambho Chowk,Shivshambho Chowk,
3613,UP,Shivshankar Mangal Karyalay,Shivshankar Mangal Karyalay,
3614,DOWN,Shivshankar Mangal Karyalay,Shivshankar Mangal Karyalay,
3615,UP,Shivshankar Society,Shivshankar Society,
3616,DOWN,Shivshankar Society,Shivshankar Society,
3617,UP,Shivshankar Super Market,Shivshankar Super Market,
3618,DOWN,Shivshankar Super Market,Shivshankar Super Market,
3619,UP,Shivtarwadi Phata,Shivtarwadi Phata,
3620,DOWN,Shivtarwadi Phata,Shivtarwadi Phata,
3621,UP,Shivtejnagar,Shivtejnagar,
3622,DOWN,Shivtejnagar,Shivtejnagar,
3623,UP,Shivtejnagar Chowk,Shivtejnagar Chowk,
3624,DOWN,Shivtejnagar Chowk,Shivtejnagar Chowk,
3625,UP,Shivtharwadi,Shivtharwadi,
3626,DOWN,Shivtharwadi,Shivtharwadi,
3627,UP,Shivtirthnagar,Shivtirthnagar,
3628,DOWN,Shivtirthnagar,Shivtirthnagar,
3629,UP,Shivtirthnagar Corner,Shivtirthnagar Corner,
3630,DOWN,Shivtirthnagar Corner,Shivtirthnagar Corner,
3631,UP,Shiwarkar Garden,Shiwarkar Garden,
3632,DOWN,Shiwarkar Garden,Shiwarkar Garden,
3633,UP,Shiwne,Shiwne,
3634,DOWN,Shiwne,Shiwne,
3635,UP,Shiwre Phata,Shiwre Phata,
3636,DOWN,Shiwre Phata,Shiwre Phata,
3637,UP,Shree Control,Shree Control,
3638,DOWN,Shree Control,Shree Control,
3639,UP,Shree Industries,Shree Industries,
3640,DOWN,Shree Industries,Shree Industries,
3641,UP,Shreedhar Colony,Shreedhar Colony,
3642,DOWN,Shreedhar Colony,Shreedhar Colony,
3643,UP,Shreekrushna Mandir,Shreekrushna Mandir,
3644,DOWN,Shreekrushna Mandir,Shreekrushna Mandir,
3645,UP,Shreeman Society,Shreeman Society,
3646,DOWN,Shreeman Society,Shreeman Society,
3647,UP,Shreenagar,Shreenagar,
3648,DOWN,Shreenagar,Shreenagar,
3649,UP,Shreeramnagar,Shreeramnagar,
3650,UP,Shriramnagar,Shreeramnagar,
3651,DOWN,Shreeramnagar,Shreeramnagar,
3652,DOWN,Shriramnagar,Shreeramnagar,
3653,UP,Shroff Chowk,Shroff Chowk,
3654,DOWN,Shroff Chowk,Shroff Chowk,
3655,UP,Shubham Hotel,Shubham Hotel,
3656,DOWN,Shubham Hotel,Shubham Hotel,
3657,UP,Shubham Mangal Karyalay,Shubham Mangal Karyalay,
3658,DOWN,Shubham Mangal Karyalay,Shubham Mangal Karyalay,
3659,UP,Shubham Society Warje,Shubham Society Warje,
3660,DOWN,Shubham Society Warje,Shubham Society Warje,
3661,UP,Siddharthnagar,Siddharthnagar,
3662,DOWN,Siddharthnagar,Siddharthnagar,
3663,UP,Siddhi Garden,Siddhi Garden,
3664,UP,Siddhivinayak Vastu,SiddhiVinayak Vastu,
3665,DOWN,Siddhivinayak Vastu,SiddhiVinayak Vastu,
3666,UP,Siemens,Siemens,
3667,DOWN,Siemens,Siemens,
3668,UP,Simla Office,Simla Office,
3669,DOWN,Simla Office,Simla Office,
3670,UP,Sindh Colony Aundh Road,Sindh Colony Aundh Road,
3671,DOWN,Sindh Colony Aundh Road,Sindh Colony Aundh Road,
3672,UP,Sindh Colony Baner Road,Sindh Colony Baner Road,
3673,DOWN,Sindh Colony Baner Road,Sindh Colony Baner Road,
3674,UP,Sindhunagar,Sindhunagar,
3675,DOWN,Sindhunagar,Sindhunagar,
3676,UP,Sindhupark Society,Sindhupark Society,
3677,DOWN,Sindhupark Society,Sindhupark Society,
3678,UP,Sinhagad,Sinhagad,
3679,DOWN,Sinhagad,Sinhagad,
3680,UP,Sinhgad Hotel,Sinhgad Hotel,
3681,DOWN,Sinhgad Hotel,Sinhgad Hotel,
3682,UP,Sinhgad Paytha,Sinhgad Paytha,
3683,DOWN,Sinhgad Paytha,Sinhgad Paytha,
3684,UP,Siporex Company Main Gate,Siporex Company Main Gate,
3685,DOWN,Siporex Company Main Gate,Siporex Company Main Gate,
3686,UP,SKF,SKF,
3687,DOWN,SKF,SKF,
3688,UP,Smashan Bhumi Rasta,Smashan Bhumi Rasta,
3689,DOWN,Smashan Bhumi Rasta,Smashan Bhumi Rasta,
3690,UP,Smashanbhumi,Smashanbhumi,
3691,DOWN,Smashanbhumi,Smashanbhumi,
3692,UP,SNDT College,SNDT College,
3693,DOWN,SNDT College,SNDT College,
3694,UP,Snehalay Apang Shala,Snehalay Apang Shala,
3695,DOWN,Snehalay Apang Shala,Snehalay Apang Shala,
3696,UP,SNZ Chemical Company,SNZ Chemical Company,
3697,DOWN,SNZ Chemical Company,SNZ Chemical Company,
3698,UP,Somatne Phata,Somatne Phata,
3699,DOWN,Somatne Phata,Somatne Phata,
3700,UP,Someshwarwadi,Someshwarwadi,
3701,DOWN,Someshwarwadi,Someshwarwadi,
3702,UP,Someshwarwadi Phata,Someshwarwadi Phata,
3703,DOWN,Someshwarwadi Phata,Someshwarwadi Phata,
3704,UP,Sonal Hall,Sonal Hall,
3705,DOWN,Sonal Hall,Sonal Hall,
3706,UP,Sonarwadi Phata,Sonarwadi Phata,
3707,DOWN,Sonarwadi Phata,Sonarwadi Phata,
3708,UP,Sonawne Hospital,Sonawne Hospital,
3709,DOWN,Sonawne Hospital,Sonawne Hospital,
3710,UP,Sonya Maruti Chowk,Sonya Maruti Chowk,
3711,DOWN,Sonya Maruti Chowk,Sonya Maruti Chowk,
3712,UP,Sopanbaug,Sopanbaug,
3713,DOWN,Sopanbaug,Sopanbaug,
3714,UP,Sortapwadi,Sortapwadi,
3715,DOWN,Sortapwadi,Sortapwadi,
3716,UP,Soyrik Mangal Karyalay,Soyrik Mangal Karyalay,
3717,DOWN,Soyrik Mangal Karyalay,Soyrik Mangal Karyalay,
3718,UP,SP College,SP College,
3719,DOWN,SP College,SP College,
3720,UP,Spicer College,Spicer College,
3721,DOWN,Spicer College,Spicer College,
3722,UP,Spicer College Press,Spicer College Press,
3723,DOWN,Spicer College Press,Spicer College Press,
3724,UP,Spicer India Company,Spicer India Company,
3725,DOWN,Spicer India Company,Spicer India Company,
3726,UP,Spine Road Chowk,Spine Road Chowk,
3727,DOWN,Spine Road Chowk,Spine Road Chowk,
3728,UP,Splender Country Club Gate Kramank 1,Splender Country Club Gate Kramank 1,
3729,DOWN,Splender Country Club Gate Kramank 1,Splender Country Club Gate Kramank 1,
3730,UP,Splender Country Club Gate Kramank 2,Splender Country Club Gate Kramank 2,
3731,DOWN,Splender Country Club Gate Kramank 2,Splender Country Club Gate Kramank 2,
3732,UP,SRP,SRP,
3733,DOWN,SRP,SRP,
3734,UP,SRP Camp,SRP Camp,
3735,DOWN,SRP Camp,SRP Camp,
